지역명(한글),지역명(영문),위도,경도,제공 정보,미제공 정보
양평,Yangpyeong,37.48863000,127.49446000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) VS(시정) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
이천,Icheon,37.26399000,127.48421000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
인제,Inje,38.05986000,128.16714000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
홍천,Hongcheon,37.68360000,127.88043000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
태백,Taebaek,37.17038000,128.98929000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
정선군,Jeongseon,37.38149000,128.64590000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
제천,Jecheon,37.15928000,128.19433000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) TS(지면온도) IX(유인/무인관측),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SS(일조) SI(일사) WH(파고) BF(최대풍력) IR(강수자료유무)
보은,Boeun,36.48761000,127.73415000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
천안,Cheonan,36.76217000,127.29282000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
보령,Boryeong,36.32724000,126.55744000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
부여,Buyeo,36.27242000,126.92079000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
금산,Geumsan,36.10563000,127.48175000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
세종,sejong,36.48522000,127.24438000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
부안,Buan,35.72961000,126.71657000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
임실,Imsil,35.61203000,127.28556000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
정읍,Jeongeup,35.56337000,126.83904000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
남원,Namwon,35.42130000,127.39652000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
장수,Jangsu,35.65696000,127.52031000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
고창군,Gochanggun,35.42661000,126.69700000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
영광군,Yeonggwanggun,35.28366000,126.47784000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
김해시,Gimhaesi,35.22981000,128.89075000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
순창군,Sunchanggun,35.37131000,127.12860000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
북창원,Bukchangwon,35.22655000,128.67260000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
양산시,Yangsansi,35.30737000,129.02009000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
보성군,Boseonggun,34.76335000,127.21226000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
강진군,Gangjin,34.64457000,126.78408000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
장흥,Jangheung,34.68886000,126.91951000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
해남,Haenam,34.55375000,126.56907000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
고흥,Goheung,34.61826000,127.27572000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
의령군,Uiryeonggun,35.32258000,128.28812000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
함양군,Hamyanggun,35.51138000,127.74538000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
광양시,Gwangyangsi,34.94340000,127.69140000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
진도군,Jindogun,34.47296000,126.25846000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
봉화,Bonghwa,36.94361000,128.91449000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
영주,Yeongju,36.87183000,128.51687000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
문경,Mungyeong,36.62727000,128.14879000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
청송군,Cheongsonggun,36.43510000,129.04005000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
영덕,Yeongdeok,36.53337000,129.40926000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무) IX(유인/무인관측),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력)
의성,Uiseong,36.35610000,128.68864000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
구미,Gumi,36.13055000,128.32055000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
영천,Yeongcheon,35.97742000,128.95140000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
경주시,Gyeongjusi,35.81740000,129.20090000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
거창,Geochang,35.66739000,127.90990000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
합천,Hapcheon,35.56505000,128.16994000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
밀양,Miryang,35.49147000,128.74412000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) SI(일사) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) WH(파고) BF(최대풍력) IX(유인/무인관측)
산청,Sancheong,35.41300000,127.87910000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
거제,Geoje,34.88818000,128.60459000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),RN(강수량) RN(강수량) RN(강수량) RN(강수량) WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)
남해,Namhae,34.81662000,127.92641000,WD(풍향) WS(풍속) PA(현지기압) PS(해면기압) PT(기압변화경향) PR(기압변화량) TA(기온) TD(이슬점온도) HM(상대습도) PV(수증기압) RN(강수량) RN(강수량) RN(강수량) RN(강수량) WW(국내식일기코드) CT(운형) CT(운형) CT(운형) CT(운형) VS(시정) SS(일조) TS(지면온도) IR(강수자료유무),WC(GTS현재일기) WP(GTS과거일기) SI(일사) WH(파고) BF(최대풍력) IX(유인/무인관측)